Id,Artist,Title,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Total,ReleaseDate,Unique_Listener,Year,Recency,log_Total,log_Total_norm,Unique_norm,Recency_norm,SongScore,MainGenre,Genre
3182,Kendrick Lamar,King Kunta,,,,,43148764,3/16/2015,1346536,2015.0,0.875,17.58016435,0.539094025,0.351815298,0.875,55.00916016,Hip-Hop / Rap,"hip hop, west coast hip hop"
3183,Lorde,Solar Power,,,,,43136337,8/20/2021,656693,2021.0,0.95,17.57987631,0.539066071,0.171576759,0.95,51.1006063,Indie / Alternative,"indietronica, folk pop, art pop, alternative pop, alternative rock"
3184,aespa,Armageddon,,,,,43125122,5/27/2024,476491,2024.0,0.9875,17.57961629,0.539040836,0.124494531,0.9875,50.43687774,Pop,k-pop
3185,Frans,If I Were Sorry,,,,,43070571,2/28/2016,71138,2016.0,0.8875,17.57835054,0.538917998,0.018586039,0.8875,45.25348107,Hip-Hop / Rap,pop
3186,Gavin James,Nervous (The Ooh Song) - Mark McCabe Remix,,,,,42966467,6/24/2016,46611,2016.0,0.8875,17.57593056,0.538683145,0.012177754,0.8875,45.04948985,Other,pop
3187,Trippie Redd,Taking A Walk,,,,,42949723,8/10/2018,572676,2018.0,0.9125,17.57554078,0.538645318,0.149625241,0.9125,49.67102313,Hip-Hop / Rap,melodic rap
3188,Mc Pedrinho,"Gol Bolinha, Gol Quadrado 2",,,,,42900485,6/1/2023,124244,2023.0,0.975,17.57439371,0.538533998,0.032461294,0.975,47.40053873,Hip-Hop / Rap,brazilian funk
3189,Jack Harlow,Way Out,,,,,42869923,10/18/2024,766,2024.0,0.9875,17.57368107,0.538464837,0.000199614,0.9875,46.67923029,Hip-Hop / Rap,"pop rap, rap"
3190,Drake,Right Hand,,,,,42857825,7/11/2025,145226,2025.0,1.0,17.57339882,0.538437447,0.03794336,1.0,48.06017314,Hip-Hop / Rap,rap
3191,Drake,Can’t Take A Joke,,,,,42784966,6/29/2018,296917,2018.0,0.9125,17.57169736,0.538272324,0.077576384,0.9125,47.49090772,Hip-Hop / Rap,rap
3192,Justin Bieber,GO BABY,,,,,42770265,7/11/2025,230562,2025.0,1.0,17.5713537,0.538238972,0.0602395,1.0,48.71913362,Hip-Hop / Rap,"dance-pop, pop, pop rap, r&b, teen pop"
3193,Demi Lovato,Met Him Last Night,,,,,42759343,4/1/2021,40396,2021.0,0.95,17.5710983,0.538214187,0.010553931,0.95,46.22732727,Pop,"dance-pop, electropop, pop, pop rock, teen pop"
3194,6ix9ine,MAMA,,,,,42748680,4/9/2012,71614,2012.0,0.8375,17.5708489,0.538189983,0.018710405,0.8375,44.2208113,Hip-Hop / Rap,trap
3195,Rauw Alejandro,Sexo Virtual,,,,,42719703,12/10/2021,106137,2021.0,0.95,17.57017082,0.538124177,0.027730393,0.95,46.73812064,Hip-Hop / Rap,"reggaeton, urbano latino, trap latino, latin"
3196,Rihanna,Kiss It Better,,,,,42697897,1/28/2016,889748,2016.0,0.8875,17.56966025,0.538074627,0.23246814,0.8875,51.62777555,Pop,"dance-pop, r&b, pop star, contemporary r&b, pop culture"
3197,Jonas Brothers,Cool,,,,,42678052,1/1/2015,162744,2015.0,0.875,17.56919536,0.538029511,0.042520371,0.875,45.67708669,Pop,"pop rock, teen pop"
3198,Calle 24,Apaga El Cel,,,,,42673282,8/9/2024,43448,2024.0,0.9875,17.56908359,0.538018664,0.011351342,0.9875,46.99147345,Hip-Hop / Rap,"corrido, corridos tumbados, corridos bélicos, electro corridos, sad sierreño"
3199,Taylor Swift,Lover (Remix),,,,,42669291,11/13/2019,1891,2019.0,0.925,17.56899006,0.538009587,0.000493548,0.925,45.4152858,Hip-Hop / Rap,rap
3200,Bad Bunny,BABY NUEVA,,,,,42570633,10/13/2023,125965,2023.0,0.975,17.56667523,0.537784938,0.032910948,0.975,47.37657536,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
3201,Bruno Mars,Treasure,,,,,42564660,12/7/2012,1416251,2012.0,0.8375,17.56653491,0.537771321,0.370030065,0.8375,54.739468,R&B / Soul,"pop, r&b, rock, soul"
3202,DaBaby,FIND MY WAY,,,,,42520298,1/25/2025,117656,2025.0,1.0,17.56549214,0.537670123,0.030740016,1.0,47.80570663,Hip-Hop / Rap,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda"
3203,Imagine Dragons,I Bet My Life,,,,,42519074,5/11/2015,382658,2015.0,0.875,17.56546336,0.537667329,0.09997834,0.875,47.38271666,Rock,"alternative pop, pop rock, indie pop, rock, indietronica"
3204,Sam Smith,Fire On Fire,,,,,42493116,10/30/2020,265416,2020.0,0.9375,17.56485267,0.537608063,0.069345969,0.9375,47.71078224,Indie / Alternative,soft pop
3205,Rels B,Un Desperdicio,,,,,42464919,4/26/2024,47223,2024.0,0.9875,17.56418888,0.537543644,0.012337654,0.9875,46.99731183,Hip-Hop / Rap,"urbano latino, trap latino"
3206,Hozier,Someone New,,,,,42456214,9/19/2014,918831,2014.0,0.8625,17.56398387,0.537523748,0.240066792,0.8625,51.32819118,Indie / Alternative,"rock, adult alternative pop/rock, r&b, soul, folk rock"
3207,Vicetone,Astronomia,,,,,42438485,9/16/2016,163818,2016.0,0.8875,17.5635662,0.537483214,0.04280098,0.8875,45.90819012,Electronic / EDM,edm
3208,Ski Mask The Slump God,Nuketown,,,,,42388659,11/30/2018,9277,2018.0,0.9125,17.56239143,0.537369206,0.002423323,0.9125,45.19116001,Hip-Hop / Rap,rap
3209,A R I Z O N A,Oceans Away,,,,,42344977,5/19/2017,131653,2017.0,0.9,17.56136039,0.537269146,0.034397079,0.9,45.89536967,Rock,"electropop, indietronica, pop rock"
3210,O.T. Genasis,Cut It,,,,,42344708,9/25/2015,770,2015.0,0.875,17.56135404,0.53726853,0.000200659,0.875,44.36944625,Hip-Hop / Rap,rap
3211,Conan Gray,The Cut That Always Bleeds,,,,,42339903,3/20/2020,635786,2020.0,0.9375,17.56124056,0.537257517,0.166114288,0.9375,50.59630449,Indie / Alternative,"alternative pop, indie pop, pop, pop rock, synth-pop"
3212,The Script,The Man Who Can't Be Moved,,,,,42310921,7/14/2008,1092433,2008.0,0.7875,17.56055581,0.537191064,0.285424607,0.7875,51.17229141,Rock,"pop rock, soft rock"
3213,mgk,I Think I'm OKAY,,,,,42297837,7/5/2019,9767,2019.0,0.925,17.56024653,0.537161049,0.002551348,0.925,45.43459288,Hip-Hop / Rap,"pop punk, pop rap, rap rock"
3214,Anitta,Medicina,,,,,42290424,7/19/2018,110610,2018.0,0.9125,17.56007126,0.537144039,0.028899075,0.9125,45.9741742,Latin,"brazilian pop, funk pop, brazilian funk, funk carioca"
3215,Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),,,,,42288739,4/9/2021,596732,2021.0,0.95,17.56003141,0.537140173,0.155910465,0.95,50.53432259,Indie / Alternative,"country, pop, country pop, alternative pop, electropop"
3216,Dua Lipa,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")",,,,,42236447,1/24/2019,75245,2019.0,0.925,17.5587941,0.537020094,0.019659094,0.925,45.94077754,Indie / Alternative,pop
3217,Major Lazer,Trigger,,,,,42228837,7/21/2021,117834,2021.0,0.95,17.55861391,0.537002607,0.030786523,0.95,46.77372606,Pop,moombahton
3218,Burl Ives,Rudolph The Red-Nosed Reindeer,,,,,42091089,,339597,,,17.55534664,0.536685526,0.088727589,,,Folk / Country,christmas
3219,Drake,Grammys,,,,,42034383,5/6/2016,208609,2016.0,0.8875,17.55399851,0.536554694,0.054503736,0.8875,46.21284677,Hip-Hop / Rap,rap
3220,Daddy Yankee,Gasolina,,,,,41930806,7/13/2004,1037065,2004.0,0.7375,17.55153137,0.536315264,0.270958348,0.7375,49.69451362,Latin,"reggaeton, latin"
3221,Ellie Goulding,Something In The Way You Move,,,,,41899534,11/6/2015,172687,2015.0,0.875,17.55078529,0.536242859,0.045118226,0.875,45.6656897,Indie / Alternative,"indie folk, synth-pop, electropop, dream pop, indietronica"
3222,Kendrick Lamar,reincarnated,,,,,41877283,11/22/2024,679824,2024.0,0.9875,17.55025409,0.536191307,0.177620305,0.9875,51.8881745,Hip-Hop / Rap,"hip hop, west coast hip hop"
3223,SZA,Power is Power,,,,,41860251,4/26/2019,16284,2019.0,0.925,17.5498473,0.536151829,0.004254075,0.925,45.43521369,Hip-Hop / Rap,r&b
3224,Steve Aoki,Waste It On Me,,,,,41838532,10/25/2018,178269,2018.0,0.9125,17.54932831,0.536101463,0.046576661,0.9125,46.45237299,Electronic / EDM,"electro house, edm"
3225,Labrinth,I'm Tired,,,,,41802983,2/28/2022,4259,2022.0,0.9625,17.54847828,0.53601897,0.001112246,0.9625,46.08431587,Other,hip-hop
3226,Rauw Alejandro,El Efecto - Remix,,,,,41796659,12/13/2019,64220,2019.0,0.925,17.54832699,0.536004287,0.01677854,0.925,45.80357055,Hip-Hop / Rap,"reggaeton, urbano latino, trap latino, latin"
3227,ILOVEMAKONNEN,Tuesday,,,,,41783986,9/2/2016,18090,2016.0,0.8875,17.54802374,0.535974857,0.004725937,0.8875,44.69052097,Hip-Hop / Rap,"pop rap, hip-hop, r&b, contemporary r&b, alternative r&b"
3228,Alok,Liberdade (Quando o Grave Bate Forte),,,,,41762267,12/18/2020,81678,2020.0,0.9375,17.54750381,0.535924399,0.021339874,0.9375,46.1864162,Electronic / EDM,"brazilian bass, electronic, slap house, electro house"
3229,Käärijä,Cha Cha Cha,,,,,41719227,8/18/2025,227510,2025.0,1.0,17.54647268,0.535824331,0.05944209,1.0,48.57447925,Indie / Alternative,"finnish pop, europop"
3230,NF,Time,,,,,41666231,1/31/2025,186729,2025.0,1.0,17.54520157,0.535700973,0.048787045,1.0,48.24866001,Pop,christian hip hop
3231,Lorde,What Was That,,,,,41577864,6/27/2025,594729,2025.0,1.0,17.54307849,0.535494933,0.155387132,1.0,51.43636062,Indie / Alternative,"indietronica, pop, indie pop, art pop, dance-pop"
3232,Sabrina Carpenter,Never Getting Laid,,,,,41573754,8/29/2025,410644,2025.0,1.0,17.54297964,0.53548534,0.107290375,1.0,49.99297822,Pop,pop
3233,Jidenna,Classic Man,,,,,41564753,2/3/2015,68954,2015.0,0.875,17.54276311,0.535464326,0.018015415,0.875,44.81367873,R&B / Soul,rap
3234,Danny Ocean,Swing,,,,,41554873,8/14/2012,61720,2012.0,0.8375,17.54252538,0.535441255,0.016125353,0.8375,44.00582334,Latin,reggaeton
3235,Calvin Harris,Over Now,,,,,41521444,8/28/2020,7931,2020.0,0.9375,17.5417206,0.535363153,0.002071647,0.9375,45.58030707,Hip-Hop / Rap,edm
3236,The Kid LAROI,GIRLS,,,,,41515070,6/15/2018,269705,2018.0,0.9125,17.54156708,0.535348254,0.070466577,0.9125,47.13141,Hip-Hop / Rap,"emo rap, pop rap, rap"
3237,Khalid,Eleven,,,,,41500740,12/1/2021,144610,2021.0,0.95,17.54122184,0.53531475,0.037782415,0.95,46.89920994,Other,"contemporary r&b, pop, r&b"
3238,Bing Crosby,Mele Kalikimaka (Merry Christmas),,,,,41497515,1/1/1945,325450,1945.0,0.0,17.54114413,0.535307208,0.085031336,0.0,29.31630048,Jazz / Blues,christmas
3239,OneRepublic,Connection,,,,,41472112,6/26/2018,112131,2018.0,0.9125,17.54053178,0.535247781,0.029296473,0.9125,45.89128327,Rock,soft pop
3240,Era Istrefi,Bonbon,,,,,41396619,7/21/2016,124092,2016.0,0.8875,17.53870979,0.535070962,0.03242158,0.8875,45.4761955,Hip-Hop / Rap,rap
3241,Ariana Grande,34+35 Remix,,,,,41387155,2/19/2021,2,2021.0,0.95,17.53848115,0.535048772,0.0,0.95,45.75243862,Hip-Hop / Rap,pop
3242,Fuerza Regida,Igualito a Mi Apá,,,,,41365521,12/30/2022,66740,2022.0,0.9625,17.53795829,0.53499803,0.017436952,0.9625,46.52301009,Other,"corrido, corridos tumbados, corridos bélicos, música mexicana, sierreño, banda, electro corridos, sad sierreño"
3243,Bad Bunny,BYE ME FUI,,,,,41314090,5/10/2020,94845,2020.0,0.9375,17.53671419,0.534877293,0.024780079,0.9375,46.23726701,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
3244,J. Cole,Wet Dreamz,,,,,41312857,6/21/2023,1146274,2023.0,0.975,17.53668434,0.534874397,0.299491899,0.975,55.22847681,Hip-Hop / Rap,rap
3245,Residente,Bellacoso,,,,,41272852,7/26/2019,61225,2019.0,0.925,17.53571553,0.534780376,0.015996022,0.925,45.71889947,Hip-Hop / Rap,latin hip hop
3246,Vulgo FK,Ballena,,,,,41236576,7/14/2023,142823,2023.0,0.975,17.53483621,0.53469504,0.037315517,0.975,47.35421753,Other,"brazilian trap, trap funk, trap, brazilian hip hop, brazilian funk"
3247,Drake,Papi’s Home,,,,,41212173,9/3/2021,380710,2021.0,0.95,17.53424426,0.534637592,0.099469377,0.95,48.71596094,Hip-Hop / Rap,rap
3248,j-hope,MORE,,,,,41173076,7/28/2017,327513,2017.0,0.9,17.53329513,0.534545482,0.085570346,0.9,47.29438448,R&B / Soul,"k-pop, k-rap"
3249,J. Cole,ATM,,,,,41165875,6/18/2023,248428,2023.0,0.975,17.53312022,0.534528507,0.064907434,0.975,48.1736484,Hip-Hop / Rap,rap
3250,NewJeans,How Sweet,,,,,41145878,5/24/2024,510937,2024.0,0.9875,17.53263433,0.534481354,0.1334944,0.9875,50.47889969,Other,k-pop
3251,Drake,TSU,,,,,41085305,9/3/2021,426053,2021.0,0.95,17.5311611,0.534338379,0.111316357,0.95,49.05640968,Hip-Hop / Rap,rap
3252,Juice WRLD,Fast,,,,,41079875,12/22/2023,304598,2023.0,0.975,17.53102892,0.534325552,0.079583235,0.975,48.60377469,Hip-Hop / Rap,"melodic rap, emo rap"
3253,BLACKPINK,Bet You Wanna,,,,,41053668,10/2/2020,6785,2020.0,0.9375,17.53039077,0.534263621,0.001772226,0.9375,45.51634784,Pop,k-pop
3254,Joji,Sanctuary,,,,,41011400,9/24/2020,852872,2020.0,0.9375,17.52936066,0.534163651,0.222833373,0.9375,52.14318376,Indie / Alternative,"alt-pop, alternative r&b, art pop, r&b/soul"
3255,Kendrick Lamar,YAH.,,,,,41002306,4/14/2017,848903,2017.0,0.9,17.52913889,0.534142129,0.221796373,0.9,51.36099767,Hip-Hop / Rap,"hip hop, west coast hip hop"
3256,Vigiland,UFO,,,,,40956920,4/21/2023,49413,2023.0,0.975,17.52803136,0.534034647,0.012909845,0.975,46.58902769,Other,melbourne bounce
3257,Cheat Codes,Feels Great,,,,,40925494,10/13/2017,526,2017.0,0.9,17.52726378,0.533960154,0.000136908,0.9,44.70211494,Electronic / EDM,"folk pop, pop, pop rock, pop soul, teen pop"
3258,Grupo Marca Registrada,Di Que Si,,,,,40862816,5/12/2023,35303,2023.0,0.975,17.52573109,0.53381141,0.009223259,0.975,46.46726829,Hip-Hop / Rap,"corrido, corridos bélicos, corridos tumbados, electro corridos, norteño, música mexicana, banda, sad sierreño, dembow belico, sierreño"
3259,The Kid LAROI,Not Sober,,,,,40838080,7/27/2021,698,2021.0,0.95,17.52512556,0.533752646,0.000181847,0.95,45.6930877,Hip-Hop / Rap,"emo rap, pop rap, rap"
3260,Fifth Harmony,Sledgehammer,,,,,40829499,1/30/2015,286584,2015.0,0.875,17.52491542,0.533732252,0.074876633,0.875,46.43291156,Latin,"latin pop, pop, dance-pop, pop rap, electropop"
3261,Ed Sheeran,Best Part of Me,,,,,40819170,7/12/2019,2087,2019.0,0.925,17.52466241,0.533707698,0.000544758,0.925,45.20172761,Folk / Country,soft pop
3262,Måns Zelmerlöw,Heroes,,,,,40818865,6/9/2015,152555,2015.0,0.875,17.52465493,0.533706972,0.039858243,0.875,45.38109591,Pop,"dance-pop, pop"
3263,Kanye West,Ghost Town,,,,,40813030,6/1/2018,1157221,2018.0,0.9125,17.52451198,0.533693099,0.302352073,0.9125,54.00521714,Other,rap
3264,Ariana Grande,What Is This Feeling?,,,,,40799806,11/22/2024,341567,2024.0,0.9875,17.52418791,0.533661649,0.089242301,0.9875,49.11035146,Hip-Hop / Rap,musicals
3265,Zé Felipe,Revoada No Colchão,,,,,40779153,9/17/2021,57575,2021.0,0.95,17.52368158,0.533612511,0.01504237,0.95,46.13189662,Hip-Hop / Rap,"piseiro, sertanejo, arrocha, agronejo, sertanejo universitário, forró"
3266,Dermot Kennedy,Outnumbered,,,,,40775091,6/13/2019,135182,2019.0,0.925,17.52358196,0.533602843,0.035319117,0.925,46.23971567,Pop,"pop, pop rock"
3267,Yo Gotti,Down In the DM,,,,,40743976,2/19/2016,94520,2016.0,0.8875,17.52281858,0.533528759,0.024695164,0.8875,45.16729288,Hip-Hop / Rap,southern hip hop
3268,MC LUUKY,Malvadinho,,,,,40722907,11/1/2024,98226,2024.0,0.9875,17.52230134,0.533478562,0.025663448,0.9875,47.19383156,Hip-Hop / Rap,"brazilian funk, trap funk, funk consciente"
3269,mgk,At My Best,,,,,40625315,6/9/2017,401,2017.0,0.9,17.51990198,0.53324571,0.000104249,0.9,44.66541294,Hip-Hop / Rap,"pop punk, pop rap, rap rock"
3270,João Gomes,Aquelas Coisas,,,,,40597411,1/1/1980,160195,1980.0,0.4375,17.51921488,0.533179028,0.041854382,0.4375,36.66458287,Hip-Hop / Rap,"piseiro, forró, sertanejo, arrocha, brega"
3271,Ed Sheeran,Visiting Hours,,,,,40591577,10/25/2021,180821,2021.0,0.95,17.51907116,0.533165081,0.047243434,0.95,47.07555709,Folk / Country,soft pop
3272,Ava Max,Christmas Without You,,,,,40526959,10/15/2020,190637,2020.0,0.9375,17.51747799,0.533010468,0.049808107,0.9375,46.89476659,Other,"dance-pop, electronic, electropop, pop"
3273,Offset,Red Room,,,,,40523086,2/2/2024,151343,2024.0,0.9875,17.51738242,0.533001193,0.039541578,0.9875,47.58630697,Hip-Hop / Rap,trap
3274,Daddy Yankee,RUMBATÓN,,,,,40511971,3/25/2022,53782,2022.0,0.9625,17.51710809,0.53297457,0.014051355,0.9625,46.32026914,Latin,"reggaeton, latin"
3275,j-hope,on the street,,,,,40472260,3/3/2023,1515,2023.0,0.975,17.51612738,0.532879395,0.000395309,0.975,46.155829,R&B / Soul,"k-pop, k-rap"
3276,"Tyler, The Creator",WUSYANAME,,,,,40440978,6/25/2021,215731,2021.0,0.95,17.51535416,0.532804355,0.056364535,0.95,47.3311538,Hip-Hop / Rap,rap
3277,Eminem,Kamikaze,,,,,40426958,5/28/2013,178373,2013.0,0.85,17.51500742,0.532770705,0.046603834,0.85,45.03665027,Hip-Hop / Rap,"rap, hip hop"
3278,Simone Mendes,Erro Gostoso - Ao Vivo,,,,,40392837,10/20/2023,120856,2023.0,0.975,17.51416305,0.532688761,0.031576095,0.975,47.08172091,Hip-Hop / Rap,"sertanejo, sertanejo universitário, pagode, forró, piseiro, agronejo, arrocha"
3279,Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),,,,,40350843,10/26/2023,441058,2023.0,0.975,17.51312287,0.532587814,0.115236784,0.975,49.58649422,Indie / Alternative,"country, country pop, alternative pop, synth-pop, contemporary country"
3280,J. Cole,Kevin’s Heart,,,,,40337346,4/20/2018,505536,2018.0,0.9125,17.51278832,0.532555347,0.132083256,0.9125,48.84026502,Hip-Hop / Rap,rap
3281,Coldplay,Orphans,,,,,40302232,11/22/2019,245731,2019.0,0.925,17.51191743,0.53247083,0.064202776,0.925,47.04962477,Rock,"britpop, post-britpop, alternative rock, art pop, rock"
3282,Lil Wayne,Don't Cry,,,,,40294309,4/26/2022,1881,2022.0,0.9625,17.51172083,0.532451749,0.000490935,0.9625,45.88731551,Hip-Hop / Rap,"rap, hip hop"
3283,Christian Nodal,La Intención,,,,,40277841,1/27/2024,49361,2024.0,0.9875,17.51131205,0.532412078,0.012896259,0.9875,46.75749169,Other,"banda, ranchera, mariachi, norteño, música mexicana, grupera"
3284,John Amplificado,Chega E Senta - Ao Vivo,,,,,40269681,3/11/2022,32165,2022.0,0.9625,17.51110944,0.532392415,0.008403379,0.9625,46.12172213,Hip-Hop / Rap,"piseiro, sertanejo, forró, arrocha"
3285,Luis R Conriquez,Bandida,,,,,40232613,11/20/2019,30853,2019.0,0.925,17.51018852,0.532303042,0.008060586,0.925,45.35696972,Other,"corrido, corridos bélicos, corridos tumbados, electro corridos, dembow belico, banda, sierreño, sad sierreño, música mexicana"
3286,AlunaGeorge,You Know You Like It - DJ Snake Remix,,,,,40216498,3/2/2015,3648,2015.0,0.875,17.50978789,0.532264163,0.000952608,0.875,44.14178636,Other,"electronic, indie"
3288,Florida Georgia Line,H.O.L.Y.,,,,,40156608,8/26/2016,96324,2016.0,0.8875,17.50829759,0.532119533,0.025166504,0.8875,45.11097175,Folk / Country,"country, pop country, acoustic country"
3289,Olivia Rodrigo,making the bed,,,,,40149297,9/8/2023,714883,2023.0,0.975,17.50811551,0.532101862,0.186780335,0.975,51.70850318,Folk / Country,"folk pop, pop, pop punk, pop rock, power pop"
3290,BLACKPINK,DDU-DU DDU-DU - KR Ver.,,,,,40125107,4/5/2019,3347,2019.0,0.925,17.50751283,0.532043374,0.000873964,0.925,45.1283876,Pop,"3rd gen k-pop, k-pop, pop"
3291,Bad Bunny,Bichiyal,,,,,40099532,2/29/2020,190634,2020.0,0.9375,17.50687525,0.531981498,0.049807323,0.9375,46.84329457,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
3292,YUNGBLUD,11 Minutes,,,,,40083425,3/15/2019,9979,2019.0,0.925,17.50647349,0.531942508,0.002606738,0.925,45.17532754,Hip-Hop / Rap,"alternative rock, indie rock, pop rock, rap rock"
3293,21 Savage,n.h.i.e.,,,,,40076930,1/12/2024,485904,2024.0,0.9875,17.50631144,0.531926782,0.12695391,0.9875,50.15495639,Hip-Hop / Rap,"gangsta rap, mumble rap, pop rap, trap"
3294,Manan Bhardwaj,Arjan Vailly,,,,,40060300,11/18/2023,11951,2023.0,0.975,17.5058964,0.531886503,0.003121972,0.975,46.18798431,Hip-Hop / Rap,"bhajan, hindi pop, desi pop"
3295,Drake,Survival,,,,,40036969,6/12/2012,220842,2012.0,0.8375,17.50531384,0.531829967,0.05769991,0.8375,45.07249562,Hip-Hop / Rap,rap
3296,MYA,2:50 Remix,,,,,40031438,6/21/2021,38184,2021.0,0.95,17.50517568,0.531816559,0.009975991,0.95,45.89010768,Hip-Hop / Rap,cuarteto
3297,Marshmello,OK Not To Be OK,,,,,39988315,9/10/2020,121072,2020.0,0.9375,17.50409787,0.53171196,0.031632531,0.9375,46.28457392,Hip-Hop / Rap,edm
3298,Marian Hill,Down,,,,,39889137,1/1/2009,185899,2009.0,0.8,17.50161461,0.531470966,0.048570187,0.8,44.03065393,Pop,electropop
3299,Travis Scott,HYAENA,,,,,39836816,7/28/2023,633445,2023.0,0.975,17.50030209,0.531343589,0.165502644,0.975,51.03225879,Hip-Hop / Rap,rap
3300,MiC LOWRY,Oh Lord,,,,,39820123,4/12/2010,35653,2010.0,0.8125,17.49988297,0.531302915,0.009314705,0.8125,43.09458688,Hip-Hop / Rap,rap
3301,Taylor Swift,"no body, no crime",,,,,39763555,12/11/2020,13281,2020.0,0.9375,17.49846137,0.531164952,0.003469467,0.9375,45.41233161,Indie / Alternative,"indie folk, country pop, alternative pop, contemporary country, pop"
3302,Sam Smith,I'm Not Here To Make Friends,,,,,39747805,1/27/2023,173695,2023.0,0.975,17.4980652,0.531126505,0.04538159,0.975,47.41777294,Indie / Alternative,soft pop
3303,Kygo,Nothing Left,,,,,39721459,11/17/2017,90570,2017.0,0.9,17.49740215,0.531062157,0.023663129,0.9,45.26300174,Electronic / EDM,tropical house
3304,One Direction,Infinity,,,,,39678095,6/23/2017,295828,2017.0,0.9,17.49630986,0.530956152,0.077291856,0.9,46.86656331,Folk / Country,"dance-pop, power pop, folk pop, teen pop, pop"
3305,Eminem,Tobey,,,,,39626487,7/12/2024,3250,2024.0,0.9875,17.49500834,0.530829844,0.00084862,0.9875,46.3169508,Hip-Hop / Rap,"rap, hip hop"
3306,Malcolm Todd,Chest Pain (I Love),,,,,39606464,12/4/2024,370983,2024.0,0.9875,17.49450292,0.530780794,0.096927958,0.9875,49.19687843,R&B / Soul,r&b
3307,Kendrick Lamar,United In Grief,,,,,39604743,5/13/2022,1135020,2022.0,0.9625,17.49445947,0.530776577,0.296551513,0.9625,54.68537424,Hip-Hop / Rap,"hip hop, west coast hip hop"
3308,The Strumbellas,Spirits,,,,,39555790,4/22/2016,359541,2016.0,0.8875,17.49322266,0.530656548,0.093938453,0.8875,47.10098098,Rock,folk pop
3309,Ed Sheeran,Take Me Back to London,,,,,39539473,7/12/2019,3422,2019.0,0.925,17.49281007,0.530616507,0.00089356,0.925,45.05763215,Folk / Country,soft pop
3310,Kanye West,I Wonder,,,,,39525359,9/11/2007,1849054,2007.0,0.775,17.49245305,0.530581859,0.483110549,0.775,56.52240941,Hip-Hop / Rap,rap
3311,Zé Neto & Cristiano,Ela e Ela,,,,,39518225,10/7/2021,72456,2021.0,0.95,17.49227254,0.530564341,0.018930399,0.95,46.09612902,Other,"sertanejo, sertanejo universitário, arrocha, agronejo"
3312,Olivia Rodrigo,lacy,,,,,39461852,9/8/2023,916493,2023.0,0.975,17.49084502,0.530425803,0.239455932,0.975,53.20496813,Folk / Country,"folk pop, pop, pop punk, pop rock, power pop"
3313,Moon Taxi,Two High,,,,,39456623,1/19/2018,113784,2018.0,0.9125,17.4907125,0.530412943,0.029728361,0.9125,45.66249796,Rock,"funk rock, progressive rock, psychedelic rock"
3314,Jessi,ZOOM,,,,,39439787,4/13/2022,217071,2022.0,0.9625,17.49028571,0.530371524,0.056714643,0.9625,47.4700155,Hip-Hop / Rap,"k-pop, k-rap"
3315,Justin Bieber,No Sense,,,,,39406935,11/13/2015,258961,2015.0,0.875,17.4894524,0.530290653,0.067659441,0.875,46.04431589,Pop,"dance-pop, pop, pop rap, r&b, teen pop"
3316,Sam Smith,Lay Me Down,,,,,20068529,5/26/2014,510734,2014.0,0.8625,16.81466347,0.464804054,0.133441362,0.8625,44.49344354,Hip-Hop / Rap,soft pop
3317,Wizzard,I Wish It Could Be Christmas Everyday,,,,,39397531,11/19/2007,344745,2007.0,0.775,17.48921373,0.530267491,0.090072632,0.775,44.71555352,Rock,"christmas, glam rock"
3318,Lil Nas X,SUN GOES DOWN,,,,,39373927,5/21/2021,377371,2021.0,0.95,17.48861443,0.53020933,0.098596981,0.95,48.46837595,Hip-Hop / Rap,"pop rap, trap"
3319,Luciano,Beautiful Girl,,,,,39324257,3/11/2008,46515,2008.0,0.7875,17.48735214,0.530086828,0.012152671,0.7875,42.61892154,Hip-Hop / Rap,german hip hop
3320,BTS,Film out,,,,,39249890,4/1/2021,278510,2021.0,0.95,17.48545923,0.529903126,0.0727671,0.95,47.6781693,Pop,k-pop
3321,A-Wall,Loverboy,,,,,39225622,6/28/2019,486729,2019.0,0.925,17.48484074,0.529843103,0.127169462,0.925,48.80723901,Hip-Hop / Rap,bedroom pop
3322,Khalid,The Ways,,,,,39220991,7/18/2023,7611,2023.0,0.975,17.48472267,0.529831645,0.001988039,0.975,46.05122343,Other,"contemporary r&b, pop, r&b"
3323,Selena Gomez,Call Me When You Break Up,,,,,39189372,3/19/2025,11120,2025.0,1.0,17.48391617,0.529753376,0.002904852,1.0,46.57481437,Indie / Alternative,"alternative pop, pop, teen pop, contemporary r&b, art pop"
3324,Bizarrap,"Duki: Bzrp Music Sessions, Vol. 50",,,,,39175934,11/16/2022,69094,2022.0,0.9625,17.48357321,0.529720093,0.018051993,0.9625,46.27756443,Hip-Hop / Rap,"argentine trap, trap latino, urbano latino"
