Id,Artist,Title,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Total,ReleaseDate,Unique_Listener,Year,Recency,log_Total,log_Total_norm,Unique_norm,Recency_norm,SongScore,MainGenre,Genre
154,Kendrick Lamar,luther,,,,,1175084970,11/22/2024,402311,2024.0,0.9875,20.8846063,0.859781959,0.105113172,0.9875,65.89249311,Hip-Hop / Rap,"hip hop, west coast hip hop"
155,Dua Lipa,New Rules,,,,,1159764804,6/2/2017,1209278,2017.0,0.9,20.87148307,0.858508382,0.315953252,0.9,70.40401663,Indie / Alternative,pop
156,Eminem,Mockingbird,,,,,1156155995,11/12/2004,1582504,2004.0,0.7375,20.86836654,0.858205931,0.413467771,0.7375,70.06432967,Hip-Hop / Rap,"rap, hip hop"
157,Noah Kahan,Stick Season,,,,,1155569236,10/14/2022,847722,2022.0,0.9625,20.86785891,0.858156666,0.221487808,0.9625,68.80246752,Folk / Country,"folk pop, pop"
158,Kendrick Lamar,HUMBLE.,,,,,1154154789,4/14/2017,2125543,2017.0,0.9,20.86663413,0.858037804,0.555350136,0.9,77.56239427,Hip-Hop / Rap,"hip hop, west coast hip hop"
159,Travis Scott,HIGHEST IN THE ROOM,,,,,1152019953,10/4/2019,1307356,2019.0,0.925,20.86478272,0.857858129,0.341578554,0.925,71.64026309,Hip-Hop / Rap,rap
160,Brenda Lee,Rockin' Around The Christmas Tree,,,,,1140522365,10/19/1964,1495703,1964.0,0.2375,20.85475221,0.856884693,0.390788864,0.2375,59.31790058,Rock,christmas
161,Tommy Richman,MILLION DOLLAR BABY,,,,,1113150959,4/26/2024,1269502,2024.0,0.9875,20.83046053,0.854527246,0.331688261,0.9875,72.42701011,Electronic / EDM,pop
162,Doja Cat,Paint The Town Red,,,,,1112941427,8/4/2023,1187050,2023.0,0.975,20.83027228,0.854508977,0.310145637,0.975,71.52981794,Hip-Hop / Rap,"rock, power pop, pop, trap, rap"
163,Doja Cat,Woman,,,,,1111134654,6/25/2021,1557256,2021.0,0.95,20.82864754,0.8543513,0.406871107,0.95,73.92369819,Hip-Hop / Rap,"alternative rock, trap, rap, power pop, rock"
164,Ariana Grande,"thank u, next",,,,,1109308699,2/8/2019,1366300,2019.0,0.925,20.82700287,0.854191688,0.356979131,0.925,71.91895832,Classical / Instrumental,pop
165,d4vd,Here With Me,,,,,1118556679,5/26/2023,1201087,2023.0,0.975,20.83530501,0.854997391,0.31381315,0.975,71.66426404,Indie / Alternative,"alternative r&b, contemporary r&b, indie pop"
166,The Weeknd,Timeless,,,,,1121051445,1/31/2025,248577,2025.0,1.0,20.83753287,0.855213599,0.064946364,1.0,64.70907087,Indie / Alternative,"dance-pop, pop, synth-pop, hypnagogic pop, contemporary r&b"
167,Bad Bunny,Yonaguni,,,,,1098151668,6/4/2021,381946,2021.0,0.95,20.8168943,0.853210677,0.099792313,0.95,64.65430321,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
168,Linkin Park,In the End,,,,,1110001052,10/24/2000,3046708,2000.0,0.6875,20.8276268,0.854252239,0.796027266,0.6875,80.34342992,Hip-Hop / Rap,"nu metal, rap metal, rock, alternative metal"
169,Måneskin,Beggin',,,,,1094371409,12/8/2017,1015267,2017.0,0.9,20.81344598,0.852876026,0.265263081,0.9,68.60169372,Rock,"funk rock, rock, glam rock, rock and roll, alternative rock"
170,Farruko,Pepas,,,,,1093539197,6/24/2021,452375,2021.0,0.95,20.81268524,0.852802198,0.11819363,0.95,65.1859188,Hip-Hop / Rap,"reggaeton, trap latino"
171,Luis Fonsi,Despacito - Remix,,,,,1092396262,4/17/2017,483210,2017.0,0.9,20.81163953,0.852700714,0.126250036,0.9,64.42253677,Latin,latin
172,Tears For Fears,Everybody Wants To Rule The World,,,,,1098888504,2/25/1985,2555979,1985.0,0.5,20.81756506,0.853275772,0.667812182,0.5,72.69815404,Pop,"new wave, synthpop"
173,Sabrina Carpenter,Nonsense,,,,,1089354127,7/15/2022,1338307,2022.0,0.9625,20.80885081,0.852430076,0.349665268,0.9625,72.36146184,Pop,pop
174,Maroon 5,Girls Like You,,,,,1086166262,6/15/2018,255682,2018.0,0.9125,20.80592014,0.852145662,0.066802721,0.9125,62.86136471,Rock,pop
175,J Balvin,LA CANCIÓN,,,,,1092547702,6/28/2019,503146,2019.0,0.925,20.81177815,0.852714166,0.131458809,0.925,65.0794726,Latin,"reggaeton, latin"
176,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",,,,,1082541247,7/13/2023,1254534,2023.0,0.975,20.80257712,0.85182123,0.327777501,0.975,71.92438649,Indie / Alternative,"pop rock, alternative r&b, contemporary r&b, indie pop, pop"
177,Frank Ocean,Pink + White,,,,,1079281236,8/20/2016,1307,2016.0,0.8875,20.79956114,0.851528536,0.000340964,0.8875,60.33665568,Indie / Alternative,"alternative r&b, contemporary r&b, pop, r&b"
178,Lil Uzi Vert,XO TOUR Llif3,,,,,1077596021,8/25/2017,1367403,2017.0,0.9,20.79799849,0.851376885,0.357267317,0.9,71.28686376,Hip-Hop / Rap,melodic rap
179,Eslabon Armado,Ella Baila Sola,,,,,1076299892,3/16/2023,465905,2023.0,0.975,20.79679497,0.851260086,0.121728677,0.975,65.71486462,Pop,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos"
180,DJ Snake,Let Me Love You,,,,,1079151191,8/5/2016,1016535,2016.0,0.8875,20.79944064,0.851516841,0.265594378,0.8875,68.2936734,Hip-Hop / Rap,"alternative r&b, contemporary r&b, electropop, trap"
181,KAROL G,QLONA,,,,,1067701383,8/10/2023,304211,2023.0,0.975,20.78877394,0.850481664,0.079482122,0.975,64.40854689,Latin,"reggaeton, latin, urbano latino"
182,Olivia Rodrigo,deja vu,,,,,1065409828,5/21/2021,1494388,2021.0,0.95,20.78662538,0.850273152,0.390445288,0.95,73.22701625,Rock,progressive rock
183,Billie Eilish,when the party's over,,,,,1064339831,3/29/2019,1493738,2019.0,0.925,20.78562057,0.850175638,0.390275459,0.925,72.71704567,Indie / Alternative,"folk pop, indie folk"
184,Bad Bunny,DtMF,,,,,1077994373,1/5/2025,702052,2025.0,1.0,20.79836809,0.851412753,0.183427919,1.0,68.07347525,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
185,Imagine Dragons,Bones,,,,,1058534428,3/11/2022,740756,2022.0,0.9625,20.78015117,0.849644847,0.193540296,0.9625,67.53845122,Rock,"indietronica, alternative pop, alternative rock, indie pop, pop rock"
186,Alex Warren,Ordinary,,,,,1088221328,2/7/2025,515915,2025.0,1.0,20.80781039,0.852329106,0.134795026,1.0,66.66030606,Indie / Alternative,"indie pop, pop"
187,XXXTENTACION,Moonlight,,,,,1055535621,2/24/2023,1036070,2023.0,0.975,20.77731417,0.849369523,0.270698379,0.975,70.08942753,Hip-Hop / Rap,emo rap
188,Olivia Rodrigo,traitor,,,,,1046809715,5/21/2021,1347356,2021.0,0.95,20.76901301,0.848563915,0.352029543,0.95,71.98908206,Folk / Country,"folk pop, pop, pop punk, pop rock, power pop"
189,Steve Lacy,Dark Red,,,,,1040968870,2/20/2017,1980699,2017.0,0.9,20.76341772,0.848020907,0.51750606,0.9,75.92622712,Indie / Alternative,"alternative r&b, bedroom pop, neo soul, psychedelic soul"
190,Avicii,Wake Me Up,,,,,1035548559,9/16/2013,1504463,2013.0,0.85,20.75819713,0.847514261,0.393077631,0.85,71.16804198,Electronic / EDM,edm
191,Lauv,I Like Me Better,,,,,1030373108,5/19/2017,824543,2017.0,0.9,20.75318682,0.847028022,0.215431721,0.9,66.81435275,Indie / Alternative,"alternative pop, electropop, indie pop, pop"
192,Ariana Grande,Santa Tell Me,,,,,1029289338,11/24/2014,1190964,2014.0,0.8625,20.75213444,0.846925892,0.311168266,0.8625,68.93134258,Hip-Hop / Rap,pop
193,Justin Bieber,Love Yourself,,,,,1028507649,11/13/2015,1124329,2015.0,0.875,20.75137471,0.846852161,0.293758225,0.875,68.65535483,Rock,"alternative rock, rock and indie"
194,Bobby Helms,Jingle Bell Rock,,,,,1023593291,12/2/1957,1489511,1957.0,0.15,20.74658511,0.846387343,0.389171051,0.15,56.99449868,Other,"christmas, villancicos"
195,Olivia Rodrigo,vampire,,,,,1019468328,9/8/2023,1370794,2023.0,0.975,20.74254708,0.845995462,0.3581533,0.975,72.54437212,Folk / Country,"folk pop, pop, pop punk, pop rock, power pop"
196,Bad Bunny,Efecto,,,,,1012068903,5/6/2022,412432,2022.0,0.9625,20.73526249,0.845288511,0.107757534,0.9625,64.74715157,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
197,Fleetwood Mac,Dreams - 2004 Remaster,,,,,1021218458,2/4/1977,1735413,1977.0,0.4,20.74426232,0.846161922,0.453419028,0.4,63.91066693,Rock,"classic rock, yacht rock, soft rock"
198,Lil Nas X,Old Town Road - Remix,,,,,1010618722,6/21/2019,645100,2019.0,0.925,20.73382858,0.845149353,0.168547801,0.925,65.81390169,Hip-Hop / Rap,"pop rap, trap"
199,Powfu,death bed,,,,,1008962364,2/8/2020,3744,2020.0,0.9375,20.73218828,0.844990166,0.00097769,0.9375,61.028839,Hip-Hop / Rap,"emo rap, rap"
200,Arizona Zervas,ROXANNE,,,,,1006176752,10/10/2019,680832,2019.0,0.925,20.72942359,0.84472186,0.17788367,0.925,66.07260309,Hip-Hop / Rap,"pop rap, trap"
201,Harry Styles,Adore You,,,,,1005016773,10/4/2013,1284863,2013.0,0.85,20.72827007,0.844609914,0.335701702,0.85,69.30154672,Other,"pop, rock, soft rock, soul, synth-pop"
202,Trevor Daniel,Falling,,,,,1004734702,11/7/2022,606902,2022.0,0.9625,20.72798937,0.844582672,0.158567629,0.9625,66.23616248,Other,rap
203,KAROL G,Tusa,,,,,994146025,11/7/2019,451931,2019.0,0.925,20.71739466,0.843554482,0.118077624,0.925,64.22005283,Latin,"reggaeton, latin, urbano latino"
204,Hotel Ugly,Shut up My Moms Calling,,,,,1001666653,2/10/2020,1464956,2020.0,0.9375,20.7249311,0.844285875,0.38275545,0.9375,72.44695727,Pop,pop
205,Taylor Swift,Blank Space,,,,,992868409,1/1/2014,1682046,2014.0,0.8625,20.7161087,0.843429682,0.43947558,0.8625,72.60575151,Other,"synth-pop, country, alternative pop, electropop, contemporary country"
206,Post Malone,Congratulations,,,,,990710095,9/16/2016,1027533,2016.0,0.8875,20.71393251,0.843218489,0.268467877,0.8875,67.96496077,Hip-Hop / Rap,"country, pop rap, alternative r&b, cloud rap, trap"
207,5 Seconds of Summer,Youngblood,,,,,984672105,6/15/2018,952433,2018.0,0.9125,20.70781926,0.842625213,0.248846146,0.9125,67.846645,Pop,"pop, pop punk, pop rock, power pop, teen pop"
208,Michael Bublé,It's Beginning to Look a Lot Like Christmas,,,,,981028165,12/5/2024,1125394,2024.0,0.9875,20.70411173,0.842265406,0.294036483,0.9875,70.6843648,Jazz / Blues,christmas
209,benny blanco,Eastside,,,,,979529313,7/12/2018,26730,2018.0,0.9125,20.70258272,0.84211702,0.006983351,0.9125,60.56535152,Pop,pop
210,Radiohead,Creep,,,,,986373136,2/22/1993,3779849,1993.0,0.6,20.70954528,0.842792719,0.987578477,0.6,83.76699024,Rock,"art rock, alternative rock"
211,Morgan Wallen,Last Night,,,,,968759596,6/12/2025,387484,2025.0,1.0,20.69152705,0.841044094,0.101239252,1.0,65.08938225,Folk / Country,country
212,Jimin,Like Crazy,,,,,968471235,3/24/2023,415727,2023.0,0.975,20.69122934,0.841015202,0.108618434,0.975,64.80931314,R&B / Soul,k-pop
213,Justin Bieber,Sorry,,,,,963212399,11/13/2015,1332215,2015.0,0.875,20.68578451,0.840486795,0.348073582,0.875,69.9665472,Pop,"dance-pop, pop, pop rap, r&b, teen pop"
214,Post Malone,Wow.,,,,,962552357,9/6/2019,871619,2019.0,0.925,20.68509902,0.84042027,0.22773149,0.925,67.35295819,Hip-Hop / Rap,"country, cloud rap, alternative r&b, trap, pop rap"
215,Ava Max,Sweet but Psycho,,,,,951420265,9/18/2020,758293,2020.0,0.9375,20.67346644,0.839291357,0.198122271,0.9375,66.65823597,Other,"dance-pop, electronic, electropop, pop"
216,Eminem,Lose Yourself,,,,,948912403,11/24/2014,1671519,2014.0,0.8625,20.67082705,0.83903521,0.436725141,0.8625,72.30351474,Hip-Hop / Rap,"rap, hip hop"
217,Miguel,Sure Thing,,,,,946910321,11/26/2010,1296614,2010.0,0.8125,20.66871495,0.838830236,0.338771941,0.8125,68.35467004,Indie / Alternative,r&b
218,Eminem,The Real Slim Shady,,,,,944548132,5/23/2000,2118118,2000.0,0.6875,20.6662172,0.838587836,0.553410171,0.6875,72.28169694,Hip-Hop / Rap,"rap, hip hop"
219,The Chainsmokers,Don't Let Me Down,,,,,937382310,2/5/2016,806386,2016.0,0.8875,20.65860177,0.837848777,0.210687756,0.8875,65.96307155,Other,"dance-pop, electronic, electropop"
220,Arctic Monkeys,Why'd You Only Call Me When You're High?,,,,,930370614,9/9/2013,2481872,2013.0,0.85,20.65109358,0.837120125,0.648449896,0.85,78.30950315,Rock,"indie, garage rock"
221,JVKE,golden hour,,,,,925466265,10/3/2022,881997,2022.0,0.9625,20.64580824,0.836607197,0.230442999,0.9625,67.9936498,Indie / Alternative,"alternative pop, indie pop, pop"
222,Ariana Grande,positions,,,,,918652702,10/30/2020,1139459,2020.0,0.9375,20.6384187,0.83589006,0.297711312,0.9375,69.47584236,Hip-Hop / Rap,pop
223,Major Lazer,Lean On,,,,,916566107,6/1/2015,542359,2015.0,0.875,20.63614475,0.835669379,0.141704175,0.875,63.5345942,Pop,moombahton
224,Twenty One Pilots,Stressed Out,,,,,913699008,5/15/2015,1742800,2015.0,0.875,20.63301176,0.83536533,0.455349064,0.875,72.92873844,Hip-Hop / Rap,"alternative rock, indietronica, alternative electronic, electropop, rap"
225,Joji,Glimpse of Us,,,,,912030588,6/10/2022,1352198,2022.0,0.9625,20.63118409,0.835187959,0.353294635,0.9625,71.60823699,Indie / Alternative,"alt-pop, alternative r&b, art pop, r&b/soul"
226,Post Malone,Psycho,,,,,911952857,12/23/2019,82662,2019.0,0.925,20.63109886,0.835179687,0.021596969,0.925,60.90689342,Hip-Hop / Rap,"contemporary r&b, trap, pop rap, alternative r&b, cloud rap"
227,Cardi B,I Like It,,,,,908062879,4/6/2018,799517,2018.0,0.9125,20.62682419,0.834764841,0.20889306,0.9125,66.25503385,Pop,"alternative pop, pop, pop rap, trap, trap soul"
228,Rauw Alejandro,Todo De Ti,,,,,904188121,12/10/2021,391211,2021.0,0.95,20.622548,0.834349847,0.102213023,0.95,63.78388306,Hip-Hop / Rap,"reggaeton, urbano latino, trap latino, latin"
229,Dean Lewis,Be Alright,,,,,904001655,6/29/2018,530310,2018.0,0.9125,20.62234175,0.834329832,0.138556076,0.9125,64.12317385,Pop,pop
230,Grupo Frontera,un x100to,,,,,902327561,8/25/2023,341835,2023.0,0.975,20.62048816,0.834149946,0.089312322,0.975,63.88686695,Other,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, ranchera, corridos bélicos"
231,Coldplay,A Sky Full of Stars,,,,,897506961,5/16/2014,1324306,2014.0,0.8625,20.61513144,0.833630088,0.34600716,0.8625,69.31171924,Rock,"pop rock, britpop, post-britpop, art pop, dream pop"
232,DJ Snake,Taki Taki,,,,,896064520,7/25/2019,27543,2019.0,0.925,20.61352298,0.833473992,0.007195767,0.925,60.3895726,Hip-Hop / Rap,"alternative r&b, contemporary r&b, electropop, trap"
233,Chris Brown,Under The Influence,,,,,892423448,10/4/2019,725006,2019.0,0.925,20.6094513,0.833078845,0.189425219,0.925,65.83669882,Hip-Hop / Rap,r&b
234,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,,,,,891175647,5/6/2016,874370,2016.0,0.8875,20.6080521,0.832943057,0.228450257,0.8875,66.25066053,Folk / Country,"contemporary r&b, dance-pop, electropop, folk pop, pop"
235,Don Omar,Danza Kuduro,,,,,896292584,1/1/2010,824265,2010.0,0.8125,20.61377746,0.833498689,0.215359087,0.8125,64.38570704,Latin,"reggaeton, urbano latino"
236,Zach Bryan,I Remember Everything,,,,,882273189,8/25/2023,4363,2023.0,0.975,20.59801231,0.831968719,0.001139419,0.975,61.13261853,Indie / Alternative,"country, red dirt"
237,Tyla,Water,,,,,881950822,7/28/2023,936716,2023.0,0.975,20.59764686,0.831933253,0.244739691,0.975,68.43885338,R&B / Soul,afrobeats
238,Yng Lvcas,La Bebe - Remix,,,,,881599446,3/17/2023,248401,2023.0,0.975,20.59724837,0.831894581,0.06490038,0.975,63.04174044,Pop,"reggaeton mexa, reggaeton, electro corridos, dembow belico"
239,Billie Eilish,CHIHIRO,,,,,880188212,5/17/2024,1380542,2024.0,0.9875,20.59564632,0.831739106,0.360700206,0.9875,72.15796148,Indie / Alternative,"dark pop, electronic, bedroom pop, pop, alternative pop"
240,Bad Bunny,PERRO NEGRO,,,,,874148443,10/13/2023,357174,2023.0,0.975,20.58876076,0.83107088,0.093320015,0.975,63.85314445,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
241,Coldplay,My Universe,,,,,872919779,9/24/2021,772825,2021.0,0.95,20.58735422,0.830934378,0.201919115,0.95,66.60429236,Rock,"alternative rock, post-britpop, art pop, britpop, dream pop"
242,Zach Bryan,Something in the Orange,,,,,870977788,4/22/2022,544993,2022.0,0.9625,20.58512703,0.830718235,0.142392372,0.9625,65.05768294,Indie / Alternative,"country, red dirt"
243,Ed Sheeran,Beautiful People,,,,,868100792,6/28/2019,9508,2019.0,0.925,20.58181839,0.830397139,0.002483678,0.925,60.09436729,Folk / Country,soft pop
244,Andy Williams,It's the Most Wonderful Time of the Year,,,,,856512067,11/24/1963,1175938,1963.0,0.225,20.56837897,0.829092877,0.307242352,0.225,55.1719144,Jazz / Blues,"christmas, adult standards"
245,Bad Bunny,BAILE INoLVIDABLE,,,,,870121499,1/5/2025,503728,2025.0,1.0,20.58414342,0.830622778,0.131610871,1.0,65.47946501,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
246,Internet Money,Lemonade,,,,,854723643,8/28/2020,323517,2020.0,0.9375,20.56628875,0.828890026,0.084526292,0.9375,62.73029008,Hip-Hop / Rap,"emo rap, trap"
247,KAROL G,TQG,,,,,852277014,2/24/2023,395587,2023.0,0.975,20.56342217,0.828611832,0.103356361,0.975,64.03128241,Latin,"reggaeton, latin, urbano latino"
248,Drake,In My Feelings,,,,,850630308,6/29/2018,728727,2018.0,0.9125,20.56148817,0.828424142,0.190397422,0.9125,65.38312978,Pop,rap
249,Cardi B,WAP,,,,,848831566,8/7/2020,9513,2020.0,0.9375,20.55937133,0.828218708,0.002484984,0.9375,60.23548493,Hip-Hop / Rap,"alternative pop, pop, pop rap, trap, trap soul"
250,TV Girl,Lovers Rock,,,,,845280849,6/5/2014,1944008,2014.0,0.8625,20.5551795,0.827811901,0.507919629,0.8625,73.8781839,Rock,"dream pop, electronic, indie pop, pop"
251,Regard,Ride It,,,,,845193360,,462034,,,20.55507599,0.827801856,0.120717283,,,Other,"edm, trance, big room"
252,Myke Towers,LALA,,,,,840906017,1/1/2013,257982,2013.0,0.85,20.54999046,0.827308318,0.067403653,0.85,60.38752547,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino"
253,Lola Young,Messy,,,,,845266420,5/8/2025,789178,2025.0,1.0,20.55516243,0.827810244,0.206191741,1.0,67.57626443,Indie / Alternative,"alternative pop, neo soul, pop, pop rock, r&b"
254,Billie Eilish,Happier Than Ever,,,,,834352850,7/30/2021,1421436,2021.0,0.95,20.54216695,0.826549066,0.371384774,0.95,71.46899651,Indie / Alternative,"pop soul, dark pop, art pop, pop rock, alternative pop"
255,Billie Eilish,everything i wanted,,,,,833351012,11/13/2019,1333035,2019.0,0.925,20.5409655,0.826432467,0.348287828,0.925,70.27025818,Pop,"art pop, indie pop, alternative pop, dark pop, electronic"
256,KAROL G,PROVENZA,,,,,833130132,2/24/2023,403906,2023.0,0.975,20.54070041,0.826406741,0.105529906,0.975,63.98623423,Latin,"reggaeton, latin, urbano latino"
257,Linkin Park,Numb,,,,,842442798,3/25/2003,2838176,2003.0,0.725,20.55181632,0.827485513,0.741543125,0.725,78.12056941,Hip-Hop / Rap,"nu metal, rap metal, rock, alternative metal"
258,Taylor Swift,august,,,,,830975590,7/24/2020,1299857,2020.0,0.9375,20.53811098,0.826155443,0.339619255,0.9375,70.24634981,Indie / Alternative,"country pop, pop, indie folk, pop rock, synth-pop"
259,Myles Smith,Stargazing,,,,,830939227,5/10/2024,400734,2024.0,0.9875,20.53806722,0.826151196,0.104701142,0.9875,64.19859409,Folk / Country,folk pop
260,The Weeknd,Popular,,,,,830892318,6/2/2023,14842,2023.0,0.975,20.53801076,0.826145718,0.003877317,0.975,60.92360539,Indie / Alternative,"alternative r&b, contemporary r&b, r&b, hypnagogic pop, pop"
261,Rihanna,We Found Love,,,,,838702672,11/18/2011,293343,2011.0,0.825,20.54736682,0.8270537,0.076642588,0.825,60.15196264,Pop,"contemporary r&b, pop star, pop soul, r&b, dance-pop"
262,The Weeknd,Stargirl Interlude,,,,,829950989,11/25/2016,1687469,2016.0,0.8875,20.53687721,0.826035709,0.440892473,0.8875,72.27855962,Indie / Alternative,"hypnagogic pop, alternative r&b, pop, contemporary r&b, synth-pop"
263,Taylor Swift,cardigan,,,,,832855708,7/24/2020,1447849,2020.0,0.9375,20.54037097,0.826374769,0.378285824,0.9375,71.41731318,Indie / Alternative,"pop rock, pop, electropop, alternative pop, contemporary country"
264,Panic! At The Disco,High Hopes,,,,,822525134,6/22/2018,876595,2018.0,0.9125,20.5278896,0.825163484,0.229031593,0.9125,66.37912197,Indie / Alternative,emo
265,sombr,back to friends,,,,,859850800,12/27/2024,1031256,2024.0,0.9875,20.57226944,0.829470438,0.269440603,0.9875,69.30673999,Rock,"indie pop, pop rock"
266,Doja Cat,Need To Know,,,,,818770638,6/25/2021,1350439,2021.0,0.95,20.52331455,0.824719487,0.352835053,0.95,70.82102591,Hip-Hop / Rap,"alternative rock, pop rap, rock, pop, power pop"
267,Drake,Jimmy Cooks,,,,,818017175,6/17/2022,9088,2022.0,0.9625,20.52239389,0.824630139,0.002373942,0.9625,60.5527252,Pop,rap
268,Natasha Bedingfield,Unwritten,,,,,818008555,8/30/2004,1658433,2004.0,0.7375,20.52238335,0.824629116,0.4333061,0.7375,68.9806388,Electronic / EDM,"contemporary r&b, electropop, pop"
269,Lil Mosey,Blueberry Faygo,,,,,816131839,2/7/2020,662219,2020.0,0.9375,20.52008647,0.824406209,0.173020563,0.9375,65.16092734,Hip-Hop / Rap,melodic rap
270,Major Lazer,Cold Water,,,,,815313617,7/22/2016,337165,2016.0,0.8875,20.5190834,0.824308864,0.088092169,0.8875,61.60820829,Pop,moombahton
271,Lost Frequencies,Where Are You Now,,,,,809116251,12/4/2015,439082,2015.0,0.875,20.51145316,0.823568368,0.114720505,0.875,62.12003356,Pop,tropical house
272,Bruno Mars,Leave The Door Open,,,,,807466173,11/12/2021,1193338,2021.0,0.95,20.50941172,0.823370251,0.311788533,0.95,69.52216854,R&B / Soul,"pop, r&b, rock, soul"
273,Stephen Sanchez,Until I Found You,,,,,703398307,9/1/2021,867587,2021.0,0.95,20.37143387,0.809979841,0.22667803,0.95,66.29933299,Folk / Country,"folk pop, jangle pop, pop"
